# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/shali/compbio/ensemble_gene_annotation/Homo_sapiens.GRCh38.113.gtf" "-o" "/home/shali/compbio/GSE46056_RNAseq/gene_counts/gene_counts.txt" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam" "/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam" 
Geneid	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827457.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827462.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827467.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827472.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827477.bam	/home/shali/compbio/GSE46056_RNAseq/bam_files/SRR827482.bam
ENSG00000200102	0	0	0	0	0	0
ENSG00000169327	0	0	0	0	0	0
ENSG00000259102	1	0	2	3	0	0
ENSG00000258906	0	0	0	0	0	0
ENSG00000258441	398	373	431	247	322	403
ENSG00000092201	19179	16525	16123	10535	9888	12283
ENSG00000199436	4	1	2	4	3	3
ENSG00000214274	9	12	6	12	16	9
ENSG00000259428	0	0	0	0	0	0
ENSG00000243904	4	1	6	9	7	10
ENSG00000244691	8	3	5	1	11	8
ENSG00000260285	53	42	27	63	63	62
ENSG00000166166	991	923	825	560	517	581
ENSG00000252469	0	1	0	0	0	0
ENSG00000258851	0	0	4	4	0	0
ENSG00000256500	0	0	0	0	0	0
ENSG00000201184	0	1	0	0	0	0
ENSG00000246451	102	46	73	111	48	44
ENSG00000270108	33	12	21	18	24	5
ENSG00000269940	30	21	28	25	22	14
ENSG00000269958	259	202	191	281	239	224
ENSG00000126215	915	846	785	505	427	480
ENSG00000253096	0	0	0	0	0	0
ENSG00000202275	0	0	0	0	0	0
ENSG00000257662	0	0	0	0	0	0
ENSG00000258282	2	2	2	3	4	3
ENSG00000258065	0	0	0	1	0	0
ENSG00000207164	0	0	0	0	0	0
ENSG00000242488	0	0	0	0	0	0
ENSG00000119699	29	31	32	15	7	17
ENSG00000258876	0	0	0	1	0	0
ENSG00000258578	0	0	0	0	0	0
ENSG00000213176	2	4	2	1	1	2
ENSG00000283071	0	0	0	0	0	0
ENSG00000259535	0	0	2	2	0	0
ENSG00000259525	0	0	0	0	0	0
ENSG00000270705	0	0	0	0	0	0
ENSG00000242837	0	1	0	0	0	0
ENSG00000240624	0	0	0	0	0	0
ENSG00000272533	1	0	2	1	4	5
ENSG00000264607	0	0	0	0	0	0
ENSG00000165959	46	45	30	140	189	100
ENSG00000259143	0	0	0	0	0	0
ENSG00000258615	0	0	0	1	0	0
ENSG00000287111	0	0	0	2	0	0
ENSG00000213159	0	0	0	0	0	0
ENSG00000258986	8	5	12	4	5	11
ENSG00000259037	0	0	0	0	0	0
ENSG00000260792	0	2	0	0	3	2
ENSG00000265291	0	0	0	0	0	0
ENSG00000258858	0	0	0	0	0	0
ENSG00000184990	2837	2570	2672	1858	1894	2107
ENSG00000258430	0	0	0	0	0	0
ENSG00000179627	576	462	492	694	758	829
ENSG00000258983	0	0	0	0	0	0
ENSG00000222990	0	0	0	0	0	0
ENSG00000258789	0	3	1	0	1	2
ENSG00000100722	2643	2508	2415	1654	1782	2031
ENSG00000278576	18	8	6	6	2	2
ENSG00000274492	3	2	0	0	0	0
ENSG00000200653	0	0	0	0	0	0
ENSG00000207342	0	0	0	0	1	0
ENSG00000258990	0	0	0	0	0	0
ENSG00000165533	582	421	474	500	508	495
ENSG00000203485	4154	4170	2791	3719	4164	2928
ENSG00000131979	1087	693	970	1060	980	817
ENSG00000205767	0	0	0	0	0	0
ENSG00000270878	19	6	5	6	13	0
ENSG00000258800	0	0	0	0	0	0
ENSG00000258645	89	63	41	38	29	55
ENSG00000202490	0	0	0	0	0	0
ENSG00000206822	0	0	0	0	0	0
ENSG00000207172	0	0	0	0	0	0
ENSG00000200693	0	0	0	0	0	0
ENSG00000258778	2	1	1	2	5	0
ENSG00000252749	0	0	0	0	0	0
ENSG00000258411	16	10	12	16	7	13
ENSG00000270912	0	0	0	0	0	0
ENSG00000202182	0	0	0	0	0	0
ENSG00000221537	0	0	0	0	0	0
ENSG00000214770	11	2	4	4	2	2
ENSG00000284664	4	4	2	7	0	0
ENSG00000271511	0	0	0	0	0	0
ENSG00000185559	533	1630	162	555	977	121
ENSG00000266461	0	0	0	0	0	0
ENSG00000275161	0	0	0	0	0	0
ENSG00000274884	0	2	0	0	0	0
ENSG00000276919	0	0	0	0	0	0
ENSG00000211574	0	0	0	0	0	0
ENSG00000207989	0	0	0	0	0	0
ENSG00000199151	0	0	0	0	1	0
ENSG00000283159	0	0	0	0	0	0
ENSG00000208001	0	0	0	0	0	0
ENSG00000207569	0	0	0	0	0	0
ENSG00000207608	0	0	0	0	0	0
ENSG00000272458	0	0	0	0	0	0
ENSG00000207942	0	0	0	0	0	0
ENSG00000276225	0	0	0	0	0	0
ENSG00000275662	0	0	0	0	0	0
ENSG00000275134	0	0	0	0	0	0
ENSG00000199005	0	0	0	0	0	0
ENSG00000202191	0	0	0	0	0	0
ENSG00000212384	0	0	0	0	0	0
ENSG00000201700	0	0	2	0	0	1
ENSG00000201672	0	0	0	0	0	0
ENSG00000272474	0	0	0	0	0	0
ENSG00000200215	0	0	0	0	0	0
ENSG00000200632	0	0	0	0	0	0
ENSG00000200367	0	0	0	0	0	0
ENSG00000201950	0	0	0	0	0	0
ENSG00000199575	0	0	0	0	0	0
ENSG00000200823	0	0	0	0	0	0
ENSG00000201839	0	0	0	0	0	0
ENSG00000200832	0	0	0	0	0	0
ENSG00000199798	0	0	0	0	0	0
ENSG00000200150	0	0	0	0	0	0
ENSG00000201263	0	0	0	0	0	0
ENSG00000199390	0	0	0	0	0	0
ENSG00000201240	0	0	0	0	0	0
ENSG00000200279	0	0	0	0	0	0
ENSG00000200608	0	0	0	0	0	0
ENSG00000202270	0	0	0	0	0	0
ENSG00000201247	0	0	0	0	0	0
ENSG00000199593	0	0	0	0	0	0
ENSG00000201557	0	0	0	0	0	0
ENSG00000199914	0	0	0	0	0	0
ENSG00000201569	0	0	0	0	0	0
ENSG00000202142	0	0	0	0	0	0
ENSG00000199942	0	0	0	0	0	0
ENSG00000201500	0	0	0	0	0	0
ENSG00000201036	0	0	0	0	0	0
ENSG00000201710	0	0	0	0	0	2
ENSG00000202048	0	0	0	0	0	0
ENSG00000272344	0	0	0	0	0	1
ENSG00000202293	0	0	0	0	0	0
ENSG00000200406	0	0	0	0	0	0
ENSG00000201899	0	0	0	0	1	0
ENSG00000200612	0	0	0	0	0	0
ENSG00000200413	0	0	0	0	0	0
ENSG00000200636	0	0	0	0	0	0
ENSG00000200480	0	0	0	0	0	0
ENSG00000201689	0	0	0	0	0	0
ENSG00000201318	0	0	0	0	0	0
ENSG00000200089	0	0	0	0	0	0
ENSG00000222095	0	0	0	0	0	0
ENSG00000222185	0	0	0	0	0	0
ENSG00000199088	0	0	0	0	0	0
ENSG00000199109	0	0	0	0	0	0
ENSG00000207749	0	0	0	0	0	0
ENSG00000198982	0	0	0	0	0	0
ENSG00000221745	0	0	0	0	0	0
ENSG00000199069	0	0	0	0	0	0
ENSG00000211582	0	0	0	0	0	0
ENSG00000207761	0	0	0	0	0	0
ENSG00000207762	0	0	0	0	0	0
ENSG00000194717	0	0	0	0	0	0
ENSG00000221036	0	0	0	0	0	0
ENSG00000212040	0	0	0	0	0	0
ENSG00000207743	0	0	0	0	0	0
ENSG00000283279	0	0	0	0	0	0
ENSG00000283561	0	0	0	0	0	0
ENSG00000207934	0	0	0	0	0	0
ENSG00000283556	0	0	0	0	0	0
ENSG00000283588	0	0	0	0	0	0
ENSG00000215957	0	0	0	0	0	0
ENSG00000221525	0	0	0	0	0	0
ENSG00000221614	0	0	0	0	0	0
ENSG00000199020	0	0	0	0	0	0
ENSG00000207754	0	0	0	0	0	0
ENSG00000202560	0	0	0	0	0	0
ENSG00000216099	0	0	0	0	0	0
ENSG00000207587	0	0	0	0	0	0
ENSG00000207646	0	0	0	0	0	0
ENSG00000207742	0	0	0	0	0	0
ENSG00000283170	0	0	0	0	0	0
ENSG00000207993	0	0	0	0	0	0
ENSG00000276352	0	0	0	0	0	0
ENSG00000208027	0	0	0	0	0	0
ENSG00000208004	0	0	0	0	0	0
ENSG00000207978	0	0	0	0	0	0
ENSG00000207961	0	0	0	0	0	0
ENSG00000199015	0	0	0	1	0	0
ENSG00000216179	0	0	0	1	0	0
ENSG00000199107	0	0	0	0	0	0
ENSG00000199012	0	0	0	0	0	0
ENSG00000199025	0	0	0	0	0	0
ENSG00000199092	0	0	0	0	0	0
ENSG00000207959	0	0	0	0	0	0
ENSG00000277754	0	0	0	0	0	0
ENSG00000288252	0	0	0	0	0	0
ENSG00000288245	2	0	0	0	0	0
ENSG00000258681	0	0	0	0	0	0
ENSG00000287515	0	0	0	0	0	0
ENSG00000278301	0	0	0	0	0	0
ENSG00000187537	2	0	3	3	3	1
ENSG00000212516	0	0	0	0	0	0
ENSG00000274649	0	0	0	0	0	0
ENSG00000257432	2	2	3	2	5	4
ENSG00000273558	0	0	0	0	0	0
ENSG00000258324	0	0	0	0	0	0
ENSG00000257751	0	0	0	0	0	0
ENSG00000257846	6	2	5	4	2	0
ENSG00000257884	2	4	0	9	6	5
ENSG00000258080	0	1	0	0	0	0
ENSG00000176294	0	0	0	0	0	0
ENSG00000258438	0	0	0	0	0	0
ENSG00000176312	0	0	0	0	0	0
ENSG00000258564	0	0	0	0	0	0
ENSG00000228304	0	0	0	0	0	0
ENSG00000258541	0	0	0	0	0	0
ENSG00000259016	0	0	0	0	0	0
ENSG00000285467	0	0	0	0	0	0
ENSG00000129535	82	60	75	86	83	82
ENSG00000100889	2882	2371	2362	1918	2056	2399
ENSG00000100897	4364	3996	4060	4186	4500	5125
ENSG00000259371	0	0	0	0	0	0
ENSG00000092010	4879	4470	4550	2508	2358	3547
ENSG00000100908	263	199	163	268	264	234
ENSG00000259321	2	0	3	3	2	3
ENSG00000100911	2707	2408	2534	1873	1920	2469
ENSG00000283856	0	0	0	0	0	0
ENSG00000259529	24	11	18	5	2	17
ENSG00000199804	0	0	0	0	0	0
ENSG00000196497	52	43	48	33	19	26
ENSG00000259522	0	0	0	0	0	0
ENSG00000287765	0	0	0	0	0	0
ENSG00000100926	217	178	146	175	176	143
ENSG00000254692	0	0	0	0	0	0
ENSG00000276698	7	10	7	8	2	6
ENSG00000139908	91	31	76	63	41	26
ENSG00000254505	54	35	49	47	60	40
ENSG00000260669	33	12	18	36	19	18
ENSG00000213920	5	10	9	10	11	10
ENSG00000255526	0	0	0	0	0	0
ENSG00000129559	1704	1600	1544	1709	2102	1934
ENSG00000092295	42	19	6	21	17	15
ENSG00000157379	507	243	433	420	377	472
ENSG00000196943	2620	2189	1985	2170	2319	2378
ENSG00000213906	77	26	50	51	40	24
ENSG00000213903	489	257	366	299	213	212
ENSG00000258973	0	0	0	0	0	0
ENSG00000129465	374	339	350	343	353	347
ENSG00000283290	0	0	0	0	0	0
ENSG00000100968	1007	736	1108	722	669	1002
ENSG00000100888	8816	7422	7325	6716	7141	7046
ENSG00000200785	0	0	0	0	0	0
ENSG00000241035	0	0	0	0	0	0
ENSG00000258870	0	0	0	2	0	2
ENSG00000274475	0	0	0	0	0	0
ENSG00000129472	1270	893	1147	1098	1297	1305
ENSG00000201097	0	0	0	0	0	0
ENSG00000286630	1	0	0	1	0	0
ENSG00000140090	53	37	58	57	77	47
ENSG00000100567	4746	4598	3995	3653	4352	4579
ENSG00000258682	34	10	21	30	14	16
ENSG00000180189	0	9	4	2	0	2
ENSG00000279636	2	6	3	4	2	7
ENSG00000252782	0	0	0	0	1	0
ENSG00000032219	1525	1020	1070	2271	2287	2346
ENSG00000196860	6	6	3	7	5	3
ENSG00000258378	3	3	3	2	0	1
ENSG00000100575	965	894	786	738	802	1004
ENSG00000100578	2566	2167	2278	1777	1625	1926
ENSG00000252198	0	0	0	0	0	0
ENSG00000258650	0	0	0	1	0	3
ENSG00000258900	0	0	0	0	0	0
ENSG00000239510	1	0	0	0	2	0
ENSG00000184601	0	0	0	0	0	0
ENSG00000100711	876	888	756	1179	1302	1104
ENSG00000165782	2048	1774	1856	3147	3573	3514
ENSG00000100592	3476	4240	1846	1646	1775	1338
ENSG00000100557	0	0	0	1	0	0
ENSG00000171723	749	681	677	603	687	684
ENSG00000165792	1554	1220	1392	889	731	957
ENSG00000133937	0	0	0	0	2	0
ENSG00000256737	66	53	61	57	43	54
ENSG00000256081	2	0	3	0	2	1
ENSG00000273586	0	0	0	0	0	0
ENSG00000256385	2	0	0	1	1	0
ENSG00000255569	0	0	0	0	0	0
ENSG00000255582	0	0	0	0	0	0
ENSG00000256553	0	0	0	0	0	0
ENSG00000255664	0	0	0	0	0	0
ENSG00000256350	0	0	0	0	0	0
ENSG00000211776	0	0	0	0	0	0
ENSG00000248358	0	0	0	0	0	0
ENSG00000211777	0	0	0	0	0	0
ENSG00000211778	0	0	0	0	0	0
ENSG00000211779	0	0	0	0	0	0
ENSG00000240954	11	12	12	10	12	15
ENSG00000129473	903	725	615	1056	1032	856
ENSG00000258452	4	2	0	0	0	1
ENSG00000165409	0	2	5	4	6	1
ENSG00000258915	0	0	0	0	0	0
ENSG00000271705	0	1	0	0	0	0
ENSG00000271656	0	0	0	0	0	0
ENSG00000259167	0	0	0	0	0	0
ENSG00000165417	3881	3235	2853	3610	3850	3237
ENSG00000221303	0	0	0	0	0	0
ENSG00000205579	14	4	10	15	13	3
ENSG00000270343	14	15	29	24	16	21
ENSG00000242163	1	3	7	4	6	11
ENSG00000258605	1	3	0	1	3	1
ENSG00000254656	0	0	0	0	1	2
ENSG00000199755	0	0	0	0	0	0
ENSG00000134001	5608	5318	4722	3950	4322	4620
ENSG00000100558	31	54	22	26	24	24
ENSG00000265993	0	0	0	0	0	0
ENSG00000156127	966	1029	597	1125	2032	1124
ENSG00000119686	177	149	71	220	324	238
ENSG00000242951	509	448	458	408	509	619
ENSG00000201096	0	0	0	0	0	0
ENSG00000280494	0	0	0	0	0	0
ENSG00000119685	1852	1644	1461	1827	1735	1708
ENSG00000133935	4827	4649	4922	2651	2719	3142
ENSG00000283629	0	0	0	0	0	0
ENSG00000089916	5654	3741	4833	6440	6204	7121
ENSG00000280078	2	2	0	2	0	0
ENSG00000119650	300	188	244	251	286	290
ENSG00000054690	26	23	27	10	17	0
ENSG00000100564	696	746	650	626	825	776
ENSG00000259502	4	1	0	7	4	5
ENSG00000201529	0	0	0	0	0	0
ENSG00000081181	244	252	326	251	348	434
ENSG00000286861	0	1	3	2	0	4
ENSG00000100568	2800	2510	2493	1507	1659	1808
ENSG00000258626	2	0	0	1	0	1
ENSG00000272253	0	0	1	0	0	0
ENSG00000258466	3	2	1	4	0	5
ENSG00000072042	6047	5339	5541	2749	2551	2876
ENSG00000139988	4	0	3	3	3	4
ENSG00000241542	0	0	0	0	0	0
ENSG00000258618	0	0	0	1	0	0
ENSG00000271697	0	0	0	1	2	0
ENSG00000239820	0	0	0	0	0	0
ENSG00000258759	91	113	82	49	52	68
ENSG00000274666	0	2	0	0	0	0
ENSG00000226677	10	4	8	11	13	15
ENSG00000279434	16	11	16	20	9	8
ENSG00000238540	0	0	0	0	0	0
ENSG00000257520	0	0	0	0	0	0
ENSG00000258467	0	0	0	0	0	0
ENSG00000243730	0	1	0	2	0	3
ENSG00000136327	0	0	0	0	0	0
ENSG00000201395	0	0	0	0	0	0
ENSG00000198807	6	2	0	2	0	2
ENSG00000258988	3	2	3	5	2	0
ENSG00000072415	1077	853	694	961	1105	949
ENSG00000286319	0	0	0	0	0	1
ENSG00000100554	1875	1743	1660	2317	3063	2542
ENSG00000100883	3929	3468	3388	2810	2837	3295
ENSG00000211959	0	0	14	0	0	0
ENSG00000253467	0	0	0	0	0	0
ENSG00000228757	0	0	0	0	0	0
ENSG00000253294	0	0	0	0	0	0
ENSG00000278473	0	0	0	0	0	0
ENSG00000228966	0	0	1	0	0	1
ENSG00000254228	0	0	0	0	0	0
ENSG00000232216	0	0	0	1	0	0
ENSG00000283195	0	0	0	0	0	0
ENSG00000283562	0	0	0	0	0	0
ENSG00000283464	0	0	0	0	0	0
ENSG00000270816	6	6	12	2	4	7
ENSG00000253465	0	0	0	0	0	0
ENSG00000253895	0	0	0	0	0	0
ENSG00000211961	0	0	0	0	0	0
ENSG00000211962	0	0	0	0	0	1
ENSG00000253808	0	0	0	0	0	0
ENSG00000229092	0	0	0	0	0	0
ENSG00000253862	0	0	0	0	0	0
ENSG00000211964	0	0	0	0	0	0
ENSG00000211965	0	0	0	0	0	0
ENSG00000253386	0	0	0	0	0	0
ENSG00000253241	0	0	0	0	0	0
ENSG00000211966	0	0	0	0	0	0
ENSG00000253941	0	0	0	0	0	0
ENSG00000253545	0	0	0	0	0	0
ENSG00000211967	0	0	0	0	0	0
ENSG00000253714	0	0	0	0	0	0
ENSG00000275475	0	0	0	0	0	0
ENSG00000254395	0	0	0	0	1	0
ENSG00000253131	0	0	0	0	0	0
ENSG00000253759	0	0	0	0	0	0
ENSG00000211968	0	0	0	0	0	0
ENSG00000224373	0	0	0	0	0	0
ENSG00000253742	0	0	0	0	0	0
ENSG00000254167	0	0	0	0	0	0
ENSG00000119638	7083	5920	6341	6596	7233	7742
ENSG00000258701	35	24	27	22	25	38
ENSG00000239365	0	0	0	0	1	0
ENSG00000196183	155	135	153	126	136	199
ENSG00000075413	4403	3619	3951	3441	3445	3439
ENSG00000205978	5151	4168	5077	2856	2792	3246
ENSG00000139899	41	18	30	37	38	10
ENSG00000100441	4421	3372	4237	4975	5293	5417
ENSG00000092009	109	58	4	22	19	0
ENSG00000100450	0	9	0	2	8	0
ENSG00000100448	874	607	128	374	395	86
ENSG00000258421	0	0	0	0	0	0
ENSG00000021645	2	0	2	2	4	0
ENSG00000199454	0	0	0	0	0	0
ENSG00000239438	0	0	0	0	0	0
ENSG00000258723	0	0	0	0	0	0
ENSG00000258719	0	0	0	0	0	0
ENSG00000258478	0	0	0	0	0	0
ENSG00000258829	0	0	0	0	0	0
ENSG00000258419	0	0	0	0	0	0
ENSG00000259106	0	0	0	0	0	0
ENSG00000287118	0	0	0	0	0	0
ENSG00000258637	0	0	0	0	0	0
ENSG00000207089	0	0	0	0	0	0
ENSG00000270975	0	0	2	0	0	1
ENSG00000258565	0	0	0	0	0	0
ENSG00000258967	0	0	0	0	0	0
ENSG00000258531	0	0	0	0	0	0
ENSG00000242293	0	0	0	0	0	0
ENSG00000139990	3451	3075	3511	4325	4916	5130
ENSG00000206768	0	0	0	0	0	0
ENSG00000276063	0	0	0	0	0	0
ENSG00000278587	0	0	0	0	0	0
ENSG00000258350	0	0	0	0	0	0
ENSG00000092140	1630	1390	983	821	716	507
ENSG00000258648	0	0	4	0	4	1
ENSG00000243855	0	0	0	0	0	0
ENSG00000092108	2543	2343	2134	1629	1776	1801
ENSG00000280281	0	0	0	0	0	0
ENSG00000140093	0	0	0	0	0	2
ENSG00000170099	0	0	0	0	0	0
ENSG00000197249	36	47	18	136	175	34
ENSG00000186910	0	0	0	0	0	0
ENSG00000170054	0	0	0	0	0	0
ENSG00000165953	0	0	0	0	0	0
ENSG00000129484	913	887	851	672	713	753
ENSG00000133943	1997	1788	1753	1743	1683	2325
ENSG00000129467	88	37	66	127	85	74
ENSG00000227051	0	2	2	0	0	2
ENSG00000119715	12	4	2	17	10	6
ENSG00000168398	0	0	0	0	2	0
ENSG00000053254	6003	4565	5307	7367	8508	9730
ENSG00000157227	4391	3382	3600	3360	4861	2549
ENSG00000252800	0	0	0	0	0	0
ENSG00000258962	0	0	0	0	0	0
ENSG00000275154	0	0	0	0	0	0
ENSG00000260711	8	11	5	0	2	0
ENSG00000165929	970	1230	585	716	729	490
ENSG00000100815	2692	2123	2371	3122	3487	3145
ENSG00000259020	157	193	143	91	87	99
ENSG00000183648	1425	1370	1300	1278	1467	1442
ENSG00000165934	6945	5980	5942	5320	5789	6636
ENSG00000092203	4159	3731	3717	4641	5170	5936
ENSG00000165819	1716	1514	1367	1075	1045	1064
ENSG00000165821	972	1010	657	511	606	510
ENSG00000257096	0	0	0	0	0	0
ENSG00000201358	0	0	0	0	0	0
ENSG00000251792	0	0	0	0	0	0
ENSG00000100483	347	338	337	287	359	344
ENSG00000100485	3002	2364	2822	3699	4364	4509
ENSG00000087299	1456	1522	1002	770	912	790
ENSG00000264712	0	0	0	0	0	0
ENSG00000259071	0	0	0	0	0	0
ENSG00000100490	265	212	282	268	281	268
ENSG00000092200	38	22	28	21	25	21
ENSG00000259013	0	0	0	0	0	0
ENSG00000133983	137	145	144	118	104	149
ENSG00000258644	0	1	0	0	0	0
ENSG00000222640	0	0	0	1	0	0
ENSG00000213463	768	573	642	851	869	994
ENSG00000139985	13	3	2	10	4	11
ENSG00000257759	0	0	0	0	0	0
ENSG00000252263	0	0	0	0	0	0
ENSG00000134007	2	0	0	6	2	0
ENSG00000274397	0	0	0	0	0	0
ENSG00000133997	1084	953	984	653	647	726
ENSG00000259115	0	0	0	0	0	0
ENSG00000258951	7	3	4	4	4	14
ENSG00000245466	0	0	0	0	0	0
ENSG00000240837	0	0	0	0	0	0
ENSG00000133985	148	212	292	232	408	584
ENSG00000287153	0	0	0	0	0	0
ENSG00000287777	0	0	0	0	0	0
ENSG00000258897	0	0	0	0	0	0
ENSG00000223299	0	0	0	0	0	0
ENSG00000287772	0	0	0	0	0	0
ENSG00000280070	0	0	0	0	0	0
ENSG00000259026	0	0	0	0	0	0
ENSG00000258393	0	0	0	0	0	0
ENSG00000006432	158	140	265	156	165	329
ENSG00000258680	0	0	0	0	0	0
ENSG00000270713	0	0	0	0	0	0
ENSG00000199285	0	0	0	0	0	0
ENSG00000100934	2567	2356	2052	2647	3335	3011
ENSG00000259121	0	0	0	0	0	4
ENSG00000182400	789	710	683	913	990	1027
ENSG00000285830	11	6	5	5	4	2
ENSG00000241984	0	2	0	7	0	0
ENSG00000100941	6375	4610	5894	4144	3007	3843
ENSG00000258671	0	0	0	0	0	0
ENSG00000270503	33	54	40	30	44	43
ENSG00000258425	0	0	0	0	0	0
ENSG00000258976	0	0	0	0	0	0
ENSG00000119682	4940	4372	4141	3997	4195	3863
ENSG00000258439	2	4	0	2	2	0
ENSG00000222604	0	0	0	0	0	1
ENSG00000119616	3189	2797	2803	2772	2938	3520
ENSG00000119596	8390	6556	6615	6624	6470	6778
ENSG00000131981	1372	1664	357	2748	5777	1352
ENSG00000126787	3799	4059	2668	1679	1520	1539
ENSG00000258050	0	0	0	0	0	0
ENSG00000279392	503	448	367	423	554	456
ENSG00000271180	3	2	2	1	3	6
ENSG00000178974	2736	2309	2123	2377	2740	2696
ENSG00000239686	2	0	0	2	0	0
ENSG00000278818	0	0	0	0	0	0
ENSG00000258469	1	9	3	12	12	9
ENSG00000258455	0	0	0	0	0	0
ENSG00000126775	962	779	780	1464	1850	1745
ENSG00000259318	4	9	10	5	4	3
ENSG00000213641	6	9	7	4	7	8
ENSG00000271484	0	0	0	0	1	0
ENSG00000200742	1	0	0	3	1	1
ENSG00000072121	2775	1990	1982	2609	2464	2622
ENSG00000258837	0	0	0	0	0	0
ENSG00000244677	0	0	0	0	0	0
ENSG00000243546	0	0	0	0	0	0
ENSG00000240210	2	6	4	3	2	4
ENSG00000258477	22	22	14	7	4	8
ENSG00000287385	5	1	6	2	1	4
ENSG00000287167	0	0	1	2	0	2
ENSG00000240023	1	8	2	4	3	10
ENSG00000259022	125	109	101	94	88	119
ENSG00000259017	0	0	0	0	0	0
ENSG00000259105	2	1	4	4	6	2
ENSG00000258783	0	0	0	0	0	0
ENSG00000168348	0	0	0	0	0	0
ENSG00000253059	0	0	0	0	0	0
ENSG00000257957	0	6	0	0	0	0
ENSG00000258938	5	6	6	9	6	2
ENSG00000258300	0	0	0	1	2	0
ENSG00000100916	412	375	400	569	659	711
ENSG00000257272	0	0	0	2	0	0
ENSG00000257307	25	30	32	24	28	26
ENSG00000257614	0	0	0	0	0	0
ENSG00000257720	0	0	0	0	1	0
ENSG00000257826	0	0	0	0	0	0
ENSG00000100949	1298	1055	1190	1143	1282	1323
ENSG00000100796	6621	5471	6220	6527	7333	8095
ENSG00000140009	13	8	2	4	14	8
ENSG00000092036	1034	967	1045	950	1089	1377
ENSG00000139914	20	10	15	16	10	19
ENSG00000165762	0	0	0	0	0	0
ENSG00000165379	0	0	0	0	0	0
ENSG00000176299	0	0	0	0	1	0
ENSG00000169484	0	0	0	0	0	0
ENSG00000255804	0	0	0	1	0	0
ENSG00000176253	0	0	0	0	0	0
ENSG00000155249	0	0	0	0	0	0
ENSG00000169208	0	0	0	0	0	0
ENSG00000197734	0	0	0	0	2	2
ENSG00000258027	0	0	0	0	0	0
ENSG00000278184	0	0	0	0	0	0
ENSG00000174373	1069	933	851	786	869	733
ENSG00000012983	2769	2320	2170	1901	2344	1880
ENSG00000197102	18113	15704	11649	23652	28440	24879
ENSG00000100813	10879	8058	10164	8170	7639	9304
ENSG00000125954	0	0	0	0	0	0
ENSG00000139998	507	437	554	509	588	554
ENSG00000257365	273	256	174	174	259	235
ENSG00000272158	2	3	1	1	3	2
ENSG00000266531	1	0	1	0	0	0
ENSG00000172590	2606	2111	2388	1609	1700	1938
ENSG00000196553	2	1	3	2	1	0
ENSG00000177108	2	0	0	0	0	2
ENSG00000258552	0	0	0	1	0	1
ENSG00000201384	0	0	1	0	0	0
ENSG00000221754	0	0	0	0	0	0
ENSG00000100577	1345	1000	1122	1222	1361	1547
ENSG00000100580	7356	6434	5512	7790	10158	7280
ENSG00000258510	1	0	0	2	0	2
ENSG00000183828	616	562	603	852	1028	1008
ENSG00000258500	1	3	2	1	0	0
ENSG00000253075	0	0	0	0	0	0
ENSG00000259031	4	3	6	1	2	0
ENSG00000258576	0	0	0	0	0	0
ENSG00000240179	0	0	0	1	0	0
ENSG00000252065	0	0	0	0	0	0
ENSG00000212518	0	0	0	0	0	0
ENSG00000252686	0	0	0	0	0	0
ENSG00000287142	0	0	0	0	0	0
ENSG00000259160	0	0	0	0	0	0
ENSG00000165807	7	7	2	9	6	0
ENSG00000259076	0	0	0	0	0	0
ENSG00000259010	34	30	20	28	32	22
ENSG00000126822	1505	1665	968	883	889	769
ENSG00000070182	2367	3124	1244	1764	1879	1153
ENSG00000284269	0	0	0	0	0	0
ENSG00000009830	738	672	571	578	736	597
ENSG00000184394	0	0	0	0	0	0
ENSG00000221977	0	0	0	0	0	0
ENSG00000207952	0	0	0	0	0	0
ENSG00000184887	1048	1087	848	869	1174	943
ENSG00000176198	0	0	0	0	0	0
ENSG00000240513	0	0	0	0	0	0
ENSG00000100473	138	227	149	128	106	154
ENSG00000258525	6	1	10	10	6	10
ENSG00000196792	1634	1117	1097	1397	1377	1172
ENSG00000258886	0	0	0	0	0	0
ENSG00000258968	0	0	0	0	0	0
ENSG00000258640	1	1	5	2	3	3
ENSG00000207440	0	0	0	0	0	0
ENSG00000202402	0	0	0	0	0	0
ENSG00000199291	0	0	0	0	0	0
ENSG00000258814	0	0	0	0	0	0
ENSG00000185070	1	0	0	2	16	8
ENSG00000286333	2	5	4	5	2	0
ENSG00000273830	0	0	0	0	0	0
ENSG00000258871	3	2	0	5	4	3
ENSG00000285936	0	0	0	0	0	0
ENSG00000206751	0	0	0	0	0	0
ENSG00000176043	1	2	3	2	1	1
